film_id,category_id,last_update
101,6,2020-10-23 07:49:04
102,15,2020-10-23 07:49:04
103,16,2020-10-23 07:49:04
104,9,2020-10-23 07:49:04
105,1,2020-10-23 07:49:04
106,10,2020-10-23 07:49:04
107,7,2020-10-23 07:49:04
108,13,2020-10-23 07:49:04
109,13,2020-10-23 07:49:04
110,3,2020-10-23 07:49:04
111,1,2020-10-23 07:49:04
112,9,2020-10-23 07:49:04
113,15,2020-10-23 07:49:04
114,14,2020-10-23 07:49:04
115,1,2020-10-23 07:49:04
116,4,2020-10-23 07:49:04
117,10,2020-10-23 07:49:04
118,2,2020-10-23 07:49:04
119,5,2020-10-23 07:49:04
120,15,2020-10-23 07:49:04
121,2,2020-10-23 07:49:04
122,11,2020-10-23 07:49:04
123,16,2020-10-23 07:49:04
124,3,2020-10-23 07:49:04
125,16,2020-10-23 07:49:04
126,1,2020-10-23 07:49:04
127,5,2020-10-23 07:49:04
128,9,2020-10-23 07:49:04
129,6,2020-10-23 07:49:04
130,1,2020-10-23 07:49:04
131,4,2020-10-23 07:49:04
132,14,2020-10-23 07:49:04
133,12,2020-10-23 07:49:04
134,2,2020-10-23 07:49:04
135,15,2020-10-23 07:49:04
136,13,2020-10-23 07:49:04
137,14,2020-10-23 07:49:04
138,14,2020-10-23 07:49:04
139,8,2020-10-23 07:49:04
140,14,2020-10-23 07:49:04
141,10,2020-10-23 07:49:04
142,6,2020-10-23 07:49:04
143,7,2020-10-23 07:49:04
144,13,2020-10-23 07:49:04
145,8,2020-10-23 07:49:04
146,7,2020-10-23 07:49:04
147,8,2020-10-23 07:49:04
148,9,2020-10-23 07:49:04
149,3,2020-10-23 07:49:04
150,6,2020-10-23 07:49:04
151,14,2020-10-23 07:49:04
152,3,2020-10-23 07:49:04
153,14,2020-10-23 07:49:04
154,2,2020-10-23 07:49:04
155,13,2020-10-23 07:49:04
156,6,2020-10-23 07:49:04
157,3,2020-10-23 07:49:04
158,12,2020-10-23 07:49:04
159,5,2020-10-23 07:49:04
160,2,2020-10-23 07:49:04
161,12,2020-10-23 07:49:04
162,1,2020-10-23 07:49:04
163,13,2020-10-23 07:49:04
164,6,2020-10-23 07:49:04
165,14,2020-10-23 07:49:04
166,4,2020-10-23 07:49:04
167,16,2020-10-23 07:49:04
168,3,2020-10-23 07:49:04
169,16,2020-10-23 07:49:04
170,9,2020-10-23 07:49:04
171,11,2020-10-23 07:49:04
172,7,2020-10-23 07:49:04
173,7,2020-10-23 07:49:04
174,12,2020-10-23 07:49:04
175,8,2020-10-23 07:49:04
176,15,2020-10-23 07:49:04
177,14,2020-10-23 07:49:04
178,5,2020-10-23 07:49:04
179,7,2020-10-23 07:49:04
180,4,2020-10-23 07:49:04
181,16,2020-10-23 07:49:04
182,5,2020-10-23 07:49:04
183,8,2020-10-23 07:49:04
184,4,2020-10-23 07:49:04
185,9,2020-10-23 07:49:04
186,7,2020-10-23 07:49:04
187,15,2020-10-23 07:49:04
188,5,2020-10-23 07:49:04
189,10,2020-10-23 07:49:04
190,4,2020-10-23 07:49:04
191,3,2020-10-23 07:49:04
192,9,2020-10-23 07:49:04
193,2,2020-10-23 07:49:04
194,1,2020-10-23 07:49:04
195,14,2020-10-23 07:49:04
196,4,2020-10-23 07:49:04
197,15,2020-10-23 07:49:04
198,9,2020-10-23 07:49:04
199,6,2020-10-23 07:49:04
200,10,2020-10-23 07:49:04
201,9,2020-10-23 07:49:04
202,5,2020-10-23 07:49:04
203,14,2020-10-23 07:49:04
204,7,2020-10-23 07:49:04
205,1,2020-10-23 07:49:04
206,6,2020-10-23 07:49:04
207,9,2020-10-23 07:49:04
208,2,2020-10-23 07:49:04
209,7,2020-10-23 07:49:04
210,1,2020-10-23 07:49:04
211,10,2020-10-23 07:49:04
212,1,2020-10-23 07:49:04
213,8,2020-10-23 07:49:04
214,3,2020-10-23 07:49:04
215,10,2020-10-23 07:49:04
216,13,2020-10-23 07:49:04
217,10,2020-10-23 07:49:04
218,7,2020-10-23 07:49:04
219,6,2020-10-23 07:49:04
220,12,2020-10-23 07:49:04
221,6,2020-10-23 07:49:04
222,11,2020-10-23 07:49:04
223,2,2020-10-23 07:49:04
224,16,2020-10-23 07:49:04
225,7,2020-10-23 07:49:04
226,13,2020-10-23 07:49:04
227,10,2020-10-23 07:49:04
228,4,2020-10-23 07:49:04
229,1,2020-10-23 07:49:04
230,7,2020-10-23 07:49:04
231,8,2020-10-23 07:49:04
232,10,2020-10-23 07:49:04
233,16,2020-10-23 07:49:04
234,14,2020-10-23 07:49:04
235,14,2020-10-23 07:49:04
236,10,2020-10-23 07:49:04
237,15,2020-10-23 07:49:04
238,3,2020-10-23 07:49:04
239,2,2020-10-23 07:49:04
240,14,2020-10-23 07:49:04
241,2,2020-10-23 07:49:04
242,5,2020-10-23 07:49:04
243,2,2020-10-23 07:49:04
244,12,2020-10-23 07:49:04
245,2,2020-10-23 07:49:04
246,9,2020-10-23 07:49:04
247,5,2020-10-23 07:49:04
248,6,2020-10-23 07:49:04
249,4,2020-10-23 07:49:04
250,1,2020-10-23 07:49:04
251,13,2020-10-23 07:49:04
252,1,2020-10-23 07:49:04
253,1,2020-10-23 07:49:04
254,15,2020-10-23 07:49:04
255,12,2020-10-23 07:49:04
256,15,2020-10-23 07:49:04
257,16,2020-10-23 07:49:04
258,11,2020-10-23 07:49:04
259,2,2020-10-23 07:49:04
260,15,2020-10-23 07:49:04
261,6,2020-10-23 07:49:04
262,8,2020-10-23 07:49:04
263,15,2020-10-23 07:49:04
264,10,2020-10-23 07:49:04
265,5,2020-10-23 07:49:04
266,4,2020-10-23 07:49:04
267,13,2020-10-23 07:49:04
268,2,2020-10-23 07:49:04
269,8,2020-10-23 07:49:04
270,13,2020-10-23 07:49:04
271,1,2020-10-23 07:49:04
272,7,2020-10-23 07:49:04
273,8,2020-10-23 07:49:04
274,6,2020-10-23 07:49:04
275,11,2020-10-23 07:49:04
276,5,2020-10-23 07:49:04
277,11,2020-10-23 07:49:04
278,12,2020-10-23 07:49:04
279,15,2020-10-23 07:49:04
280,3,2020-10-23 07:49:04
281,10,2020-10-23 07:49:04
282,7,2020-10-23 07:49:04
283,13,2020-10-23 07:49:04
284,12,2020-10-23 07:49:04
285,14,2020-10-23 07:49:04
286,16,2020-10-23 07:49:04
287,1,2020-10-23 07:49:04
288,16,2020-10-23 07:49:04
289,13,2020-10-23 07:49:04
290,9,2020-10-23 07:49:04
291,15,2020-10-23 07:49:04
292,1,2020-10-23 07:49:04
293,15,2020-10-23 07:49:04
294,16,2020-10-23 07:49:04
295,6,2020-10-23 07:49:04
296,14,2020-10-23 07:49:04
297,4,2020-10-23 07:49:04
298,14,2020-10-23 07:49:04
299,16,2020-10-23 07:49:04
300,2,2020-10-23 07:49:04
301,11,2020-10-23 07:49:04
302,10,2020-10-23 07:49:04
303,1,2020-10-23 07:49:04
304,3,2020-10-23 07:49:04
305,13,2020-10-23 07:49:04
306,10,2020-10-23 07:49:04
307,16,2020-10-23 07:49:04
308,5,2020-10-23 07:49:04
309,8,2020-10-23 07:49:04
310,10,2020-10-23 07:49:04
311,9,2020-10-23 07:49:04
312,14,2020-10-23 07:49:04
313,11,2020-10-23 07:49:04
314,2,2020-10-23 07:49:04
315,8,2020-10-23 07:49:04
316,10,2020-10-23 07:49:04
317,5,2020-10-23 07:49:04
318,1,2020-10-23 07:49:04
319,14,2020-10-23 07:49:04
320,13,2020-10-23 07:49:04
321,13,2020-10-23 07:49:04
322,15,2020-10-23 07:49:04
323,15,2020-10-23 07:49:04
324,5,2020-10-23 07:49:04
325,2,2020-10-23 07:49:04
326,2,2020-10-23 07:49:04
327,1,2020-10-23 07:49:04
328,3,2020-10-23 07:49:04
329,1,2020-10-23 07:49:04
330,2,2020-10-23 07:49:04
331,10,2020-10-23 07:49:04
332,5,2020-10-23 07:49:04
333,12,2020-10-23 07:49:04
334,11,2020-10-23 07:49:04
335,5,2020-10-23 07:49:04
336,6,2020-10-23 07:49:04
337,9,2020-10-23 07:49:04
338,14,2020-10-23 07:49:04
339,16,2020-10-23 07:49:04
340,13,2020-10-23 07:49:04
341,4,2020-10-23 07:49:04
342,16,2020-10-23 07:49:04
343,3,2020-10-23 07:49:04
344,3,2020-10-23 07:49:04
345,8,2020-10-23 07:49:04
346,4,2020-10-23 07:49:04
347,16,2020-10-23 07:49:04
348,8,2020-10-23 07:49:04
349,2,2020-10-23 07:49:04
350,14,2020-10-23 07:49:04
351,11,2020-10-23 07:49:04
352,10,2020-10-23 07:49:04
353,9,2020-10-23 07:49:04
354,3,2020-10-23 07:49:04
355,2,2020-10-23 07:49:04
356,3,2020-10-23 07:49:04
357,4,2020-10-23 07:49:04
358,4,2020-10-23 07:49:04
359,8,2020-10-23 07:49:04
360,1,2020-10-23 07:49:04
361,15,2020-10-23 07:49:04
362,10,2020-10-23 07:49:04
363,12,2020-10-23 07:49:04
364,13,2020-10-23 07:49:04
365,5,2020-10-23 07:49:04
366,7,2020-10-23 07:49:04
367,14,2020-10-23 07:49:04
368,7,2020-10-23 07:49:04
369,14,2020-10-23 07:49:04
370,3,2020-10-23 07:49:04
371,1,2020-10-23 07:49:04
372,15,2020-10-23 07:49:04
373,3,2020-10-23 07:49:04
374,14,2020-10-23 07:49:04
375,1,2020-10-23 07:49:04
376,9,2020-10-23 07:49:04
377,8,2020-10-23 07:49:04
378,12,2020-10-23 07:49:04
379,7,2020-10-23 07:49:04
380,9,2020-10-23 07:49:04
381,10,2020-10-23 07:49:04
382,10,2020-10-23 07:49:04
383,15,2020-10-23 07:49:04
384,12,2020-10-23 07:49:04
385,5,2020-10-23 07:49:04
386,16,2020-10-23 07:49:04
387,10,2020-10-23 07:49:04
388,5,2020-10-23 07:49:04
389,15,2020-10-23 07:49:04
390,14,2020-10-23 07:49:04
391,8,2020-10-23 07:49:04
392,3,2020-10-23 07:49:04
393,6,2020-10-23 07:49:04
394,14,2020-10-23 07:49:04
395,1,2020-10-23 07:49:04
396,7,2020-10-23 07:49:04
397,14,2020-10-23 07:49:04
398,12,2020-10-23 07:49:04
399,9,2020-10-23 07:49:04
400,6,2020-10-23 07:49:04
401,7,2020-10-23 07:49:04
402,2,2020-10-23 07:49:04
403,7,2020-10-23 07:49:04
404,5,2020-10-23 07:49:04
405,16,2020-10-23 07:49:04
406,10,2020-10-23 07:49:04
407,6,2020-10-23 07:49:04
408,10,2020-10-23 07:49:04
409,3,2020-10-23 07:49:04
410,5,2020-10-23 07:49:04
411,12,2020-10-23 07:49:04
412,6,2020-10-23 07:49:04
413,5,2020-10-23 07:49:04
414,9,2020-10-23 07:49:04
415,11,2020-10-23 07:49:04
416,9,2020-10-23 07:49:04
417,1,2020-10-23 07:49:04
418,7,2020-10-23 07:49:04
419,8,2020-10-23 07:49:04
420,15,2020-10-23 07:49:04
421,9,2020-10-23 07:49:04
422,14,2020-10-23 07:49:04
423,3,2020-10-23 07:49:04
424,3,2020-10-23 07:49:04
425,4,2020-10-23 07:49:04
426,12,2020-10-23 07:49:04
427,6,2020-10-23 07:49:04
428,8,2020-10-23 07:49:04
429,15,2020-10-23 07:49:04
430,2,2020-10-23 07:49:04
431,9,2020-10-23 07:49:04
432,4,2020-10-23 07:49:04
433,2,2020-10-23 07:49:04
434,16,2020-10-23 07:49:04
435,9,2020-10-23 07:49:04
436,13,2020-10-23 07:49:04
437,8,2020-10-23 07:49:04
438,10,2020-10-23 07:49:04
439,7,2020-10-23 07:49:04
440,9,2020-10-23 07:49:04
441,6,2020-10-23 07:49:04
442,8,2020-10-23 07:49:04
443,5,2020-10-23 07:49:04
444,5,2020-10-23 07:49:04
445,4,2020-10-23 07:49:04
446,15,2020-10-23 07:49:04
447,10,2020-10-23 07:49:04
448,13,2020-10-23 07:49:04
449,14,2020-10-23 07:49:04
450,3,2020-10-23 07:49:04
451,16,2020-10-23 07:49:04
452,9,2020-10-23 07:49:04
453,15,2020-10-23 07:49:04
454,12,2020-10-23 07:49:04
455,9,2020-10-23 07:49:04
456,2,2020-10-23 07:49:04
457,6,2020-10-23 07:49:04
458,8,2020-10-23 07:49:04
459,9,2020-10-23 07:49:04
460,9,2020-10-23 07:49:04
461,2,2020-10-23 07:49:04
462,12,2020-10-23 07:49:04
463,15,2020-10-23 07:49:04
464,2,2020-10-23 07:49:04
465,13,2020-10-23 07:49:04
466,6,2020-10-23 07:49:04
467,9,2020-10-23 07:49:04
468,3,2020-10-23 07:49:04
469,4,2020-10-23 07:49:04
470,2,2020-10-23 07:49:04
471,4,2020-10-23 07:49:04
472,16,2020-10-23 07:49:04
473,7,2020-10-23 07:49:04
474,15,2020-10-23 07:49:04
475,11,2020-10-23 07:49:04
476,8,2020-10-23 07:49:04
477,12,2020-10-23 07:49:04
478,5,2020-10-23 07:49:04
479,8,2020-10-23 07:49:04
480,4,2020-10-23 07:49:04
481,13,2020-10-23 07:49:04
482,4,2020-10-23 07:49:04
483,10,2020-10-23 07:49:04
484,4,2020-10-23 07:49:04
485,3,2020-10-23 07:49:04
486,9,2020-10-23 07:49:04
487,4,2020-10-23 07:49:04
488,15,2020-10-23 07:49:04
489,2,2020-10-23 07:49:04
490,13,2020-10-23 07:49:04
491,3,2020-10-23 07:49:04
492,13,2020-10-23 07:49:04
493,9,2020-10-23 07:49:04
494,11,2020-10-23 07:49:04
495,11,2020-10-23 07:49:04
496,16,2020-10-23 07:49:04
497,6,2020-10-23 07:49:04
498,8,2020-10-23 07:49:04
499,8,2020-10-23 07:49:04
500,9,2020-10-23 07:49:04
501,1,2020-10-23 07:49:04
502,5,2020-10-23 07:49:04
503,15,2020-10-23 07:49:04
504,7,2020-10-23 07:49:04
505,3,2020-10-23 07:49:04
506,11,2020-10-23 07:49:04
507,10,2020-10-23 07:49:04
508,10,2020-10-23 07:49:04
509,3,2020-10-23 07:49:04
510,2,2020-10-23 07:49:04
511,1,2020-10-23 07:49:04
512,4,2020-10-23 07:49:04
513,16,2020-10-23 07:49:04
514,7,2020-10-23 07:49:04
515,3,2020-10-23 07:49:04
516,12,2020-10-23 07:49:04
517,15,2020-10-23 07:49:04
518,16,2020-10-23 07:49:04
519,15,2020-10-23 07:49:04
520,14,2020-10-23 07:49:04
521,7,2020-10-23 07:49:04
522,5,2020-10-23 07:49:04
523,4,2020-10-23 07:49:04
524,5,2020-10-23 07:49:04
525,4,2020-10-23 07:49:04
526,16,2020-10-23 07:49:04
527,11,2020-10-23 07:49:04
528,8,2020-10-23 07:49:04
529,5,2020-10-23 07:49:04
530,1,2020-10-23 07:49:04
531,9,2020-10-23 07:49:04
532,15,2020-10-23 07:49:04
533,9,2020-10-23 07:49:04
534,8,2020-10-23 07:49:04
535,11,2020-10-23 07:49:04
536,4,2020-10-23 07:49:04
537,4,2020-10-23 07:49:04
538,13,2020-10-23 07:49:04
539,7,2020-10-23 07:49:04
540,12,2020-10-23 07:49:04
541,2,2020-10-23 07:49:04
542,1,2020-10-23 07:49:04
543,16,2020-10-23 07:49:04
544,6,2020-10-23 07:49:04
545,9,2020-10-23 07:49:04
546,10,2020-10-23 07:49:04
547,3,2020-10-23 07:49:04
548,4,2020-10-23 07:49:04
549,1,2020-10-23 07:49:04
550,8,2020-10-23 07:49:04
551,13,2020-10-23 07:49:04
552,6,2020-10-23 07:49:04
553,3,2020-10-23 07:49:04
554,4,2020-10-23 07:49:04
555,5,2020-10-23 07:49:04
556,10,2020-10-23 07:49:04
557,8,2020-10-23 07:49:04
558,13,2020-10-23 07:49:04
559,14,2020-10-23 07:49:04
560,10,2020-10-23 07:49:04
561,13,2020-10-23 07:49:04
562,12,2020-10-23 07:49:04
563,10,2020-10-23 07:49:04
564,2,2020-10-23 07:49:04
565,9,2020-10-23 07:49:04
566,9,2020-10-23 07:49:04
567,9,2020-10-23 07:49:04
568,5,2020-10-23 07:49:04
569,2,2020-10-23 07:49:04
570,15,2020-10-23 07:49:04
571,6,2020-10-23 07:49:04
572,14,2020-10-23 07:49:04
573,3,2020-10-23 07:49:04
574,1,2020-10-23 07:49:04
575,6,2020-10-23 07:49:04
576,6,2020-10-23 07:49:04
577,15,2020-10-23 07:49:04
578,4,2020-10-23 07:49:04
579,1,2020-10-23 07:49:04
580,13,2020-10-23 07:49:04
581,12,2020-10-23 07:49:04
582,2,2020-10-23 07:49:04
583,2,2020-10-23 07:49:04
584,9,2020-10-23 07:49:04
585,7,2020-10-23 07:49:04
586,1,2020-10-23 07:49:04
587,6,2020-10-23 07:49:04
588,3,2020-10-23 07:49:04
589,6,2020-10-23 07:49:04
590,13,2020-10-23 07:49:04
591,10,2020-10-23 07:49:04
592,12,2020-10-23 07:49:04
593,11,2020-10-23 07:49:04
594,1,2020-10-23 07:49:04
595,9,2020-10-23 07:49:04
596,10,2020-10-23 07:49:04
597,10,2020-10-23 07:49:04
598,15,2020-10-23 07:49:04
599,15,2020-10-23 07:49:04
600,11,2020-10-23 07:49:04
601,16,2020-10-23 07:49:04
602,14,2020-10-23 07:49:04
603,8,2020-10-23 07:49:04
604,5,2020-10-23 07:49:04
605,9,2020-10-23 07:49:04
606,15,2020-10-23 07:49:04
607,9,2020-10-23 07:49:04
608,3,2020-10-23 07:49:04
609,16,2020-10-23 07:49:04
610,8,2020-10-23 07:49:04
611,4,2020-10-23 07:49:04
612,15,2020-10-23 07:49:04
613,5,2020-10-23 07:49:04
614,10,2020-10-23 07:49:04
615,2,2020-10-23 07:49:04
616,6,2020-10-23 07:49:04
617,8,2020-10-23 07:49:04
618,7,2020-10-23 07:49:04
619,15,2020-10-23 07:49:04
620,14,2020-10-23 07:49:04
621,8,2020-10-23 07:49:04
622,6,2020-10-23 07:49:04
623,9,2020-10-23 07:49:04
624,10,2020-10-23 07:49:04
625,14,2020-10-23 07:49:04
626,3,2020-10-23 07:49:04
627,6,2020-10-23 07:49:04
628,15,2020-10-23 07:49:04
629,6,2020-10-23 07:49:04
630,7,2020-10-23 07:49:04
631,15,2020-10-23 07:49:04
632,13,2020-10-23 07:49:04
633,4,2020-10-23 07:49:04
634,8,2020-10-23 07:49:04
635,13,2020-10-23 07:49:04
636,12,2020-10-23 07:49:04
637,14,2020-10-23 07:49:04
638,5,2020-10-23 07:49:04
639,8,2020-10-23 07:49:04
640,9,2020-10-23 07:49:04
641,9,2020-10-23 07:49:04
642,16,2020-10-23 07:49:04
643,7,2020-10-23 07:49:04
644,2,2020-10-23 07:49:04
645,16,2020-10-23 07:49:04
646,10,2020-10-23 07:49:04
647,12,2020-10-23 07:49:04
648,16,2020-10-23 07:49:04
649,2,2020-10-23 07:49:04
650,6,2020-10-23 07:49:04
651,2,2020-10-23 07:49:04
652,4,2020-10-23 07:49:04
653,11,2020-10-23 07:49:04
654,10,2020-10-23 07:49:04
655,14,2020-10-23 07:49:04
656,16,2020-10-23 07:49:04
657,5,2020-10-23 07:49:04
658,11,2020-10-23 07:49:04
659,1,2020-10-23 07:49:04
660,5,2020-10-23 07:49:04
661,9,2020-10-23 07:49:04
662,7,2020-10-23 07:49:04
663,4,2020-10-23 07:49:04
664,1,2020-10-23 07:49:04
665,11,2020-10-23 07:49:04
666,7,2020-10-23 07:49:04
667,15,2020-10-23 07:49:04
668,15,2020-10-23 07:49:04
669,9,2020-10-23 07:49:04
670,6,2020-10-23 07:49:04
671,15,2020-10-23 07:49:04
672,5,2020-10-23 07:49:04
673,12,2020-10-23 07:49:04
674,9,2020-10-23 07:49:04
675,13,2020-10-23 07:49:04
676,15,2020-10-23 07:49:04
677,13,2020-10-23 07:49:04
678,15,2020-10-23 07:49:04
679,8,2020-10-23 07:49:04
680,5,2020-10-23 07:49:04
681,15,2020-10-23 07:49:04
682,8,2020-10-23 07:49:04
683,7,2020-10-23 07:49:04
684,10,2020-10-23 07:49:04
685,13,2020-10-23 07:49:04
686,13,2020-10-23 07:49:04
687,6,2020-10-23 07:49:04
688,3,2020-10-23 07:49:04
689,9,2020-10-23 07:49:04
690,2,2020-10-23 07:49:04
691,15,2020-10-23 07:49:04
692,2,2020-10-23 07:49:04
693,2,2020-10-23 07:49:04
694,4,2020-10-23 07:49:04
695,8,2020-10-23 07:49:04
696,2,2020-10-23 07:49:04
697,1,2020-10-23 07:49:04
698,6,2020-10-23 07:49:04
699,10,2020-10-23 07:49:04
700,8,2020-10-23 07:49:04
701,10,2020-10-23 07:49:04
702,11,2020-10-23 07:49:04
703,2,2020-10-23 07:49:04
704,5,2020-10-23 07:49:04
705,9,2020-10-23 07:49:04
706,7,2020-10-23 07:49:04
707,1,2020-10-23 07:49:04
708,6,2020-10-23 07:49:04
709,7,2020-10-23 07:49:04
710,8,2020-10-23 07:49:04
711,14,2020-10-23 07:49:04
712,6,2020-10-23 07:49:04
713,6,2020-10-23 07:49:04
714,14,2020-10-23 07:49:04
715,8,2020-10-23 07:49:04
716,11,2020-10-23 07:49:04
717,1,2020-10-23 07:49:04
718,12,2020-10-23 07:49:04
719,15,2020-10-23 07:49:04
720,13,2020-10-23 07:49:04
721,12,2020-10-23 07:49:04
722,11,2020-10-23 07:49:04
723,14,2020-10-23 07:49:04
724,8,2020-10-23 07:49:04
725,4,2020-10-23 07:49:04
726,9,2020-10-23 07:49:04
727,8,2020-10-23 07:49:04
728,7,2020-10-23 07:49:04
729,15,2020-10-23 07:49:04
730,13,2020-10-23 07:49:04
731,4,2020-10-23 07:49:04
732,1,2020-10-23 07:49:04
733,15,2020-10-23 07:49:04
734,6,2020-10-23 07:49:04
735,3,2020-10-23 07:49:04
736,8,2020-10-23 07:49:04
737,11,2020-10-23 07:49:04
738,9,2020-10-23 07:49:04
739,7,2020-10-23 07:49:04
740,11,2020-10-23 07:49:04
741,12,2020-10-23 07:49:04
742,10,2020-10-23 07:49:04
743,2,2020-10-23 07:49:04
744,4,2020-10-23 07:49:04
745,15,2020-10-23 07:49:04
746,10,2020-10-23 07:49:04
747,10,2020-10-23 07:49:04
748,1,2020-10-23 07:49:04
749,11,2020-10-23 07:49:04
750,13,2020-10-23 07:49:04
751,13,2020-10-23 07:49:04
752,12,2020-10-23 07:49:04
753,8,2020-10-23 07:49:04
754,5,2020-10-23 07:49:04
755,3,2020-10-23 07:49:04
756,5,2020-10-23 07:49:04
757,6,2020-10-23 07:49:04
758,7,2020-10-23 07:49:04
759,13,2020-10-23 07:49:04
760,13,2020-10-23 07:49:04
761,3,2020-10-23 07:49:04
762,10,2020-10-23 07:49:04
763,15,2020-10-23 07:49:04
764,15,2020-10-23 07:49:04
765,5,2020-10-23 07:49:04
766,7,2020-10-23 07:49:04
767,12,2020-10-23 07:49:04
768,3,2020-10-23 07:49:04
769,9,2020-10-23 07:49:04
770,9,2020-10-23 07:49:04
771,7,2020-10-23 07:49:04
772,7,2020-10-23 07:49:04
773,15,2020-10-23 07:49:04
774,5,2020-10-23 07:49:04
775,7,2020-10-23 07:49:04
776,6,2020-10-23 07:49:04
777,15,2020-10-23 07:49:04
778,8,2020-10-23 07:49:04
779,15,2020-10-23 07:49:04
780,8,2020-10-23 07:49:04
781,10,2020-10-23 07:49:04
782,15,2020-10-23 07:49:04
783,16,2020-10-23 07:49:04
784,16,2020-10-23 07:49:04
785,16,2020-10-23 07:49:04
786,3,2020-10-23 07:49:04
787,16,2020-10-23 07:49:04
788,6,2020-10-23 07:49:04
789,9,2020-10-23 07:49:04
790,7,2020-10-23 07:49:04
791,6,2020-10-23 07:49:04
792,9,2020-10-23 07:49:04
793,1,2020-10-23 07:49:04
794,1,2020-10-23 07:49:04
795,8,2020-10-23 07:49:04
796,15,2020-10-23 07:49:04
797,12,2020-10-23 07:49:04
798,14,2020-10-23 07:49:04
799,11,2020-10-23 07:49:04
800,11,2020-10-23 07:49:04
801,3,2020-10-23 07:49:04
802,1,2020-10-23 07:49:04
803,7,2020-10-23 07:49:04
804,11,2020-10-23 07:49:04
805,2,2020-10-23 07:49:04
806,13,2020-10-23 07:49:04
807,10,2020-10-23 07:49:04
808,4,2020-10-23 07:49:04
809,15,2020-10-23 07:49:04
810,8,2020-10-23 07:49:04
811,16,2020-10-23 07:49:04
812,6,2020-10-23 07:49:04
813,15,2020-10-23 07:49:04
814,5,2020-10-23 07:49:04
815,4,2020-10-23 07:49:04
816,2,2020-10-23 07:49:04
817,14,2020-10-23 07:49:04
818,7,2020-10-23 07:49:04
819,12,2020-10-23 07:49:04
820,2,2020-10-23 07:49:04
821,9,2020-10-23 07:49:04
822,8,2020-10-23 07:49:04
